Chunk_ID,Text,Type,Article_Number,Title,Section,Themes,Search_Terms
chunk_article_356,"Article 356: Provisions in case of failure of constitutional machinery in State

356. Provisions in case of failure of constitutional machinery in State (1) If the President, on receipt of report from the Governor of the State or otherwise, is satisfied that a situation has arisen in which the government of the State cannot be carried on in accordance with he provisions of this Constitution, the P...",full_article,356,Provisions in case of failure of constitutional machinery in State,Unknown,"federal_structure, governance, emergency","proclamation, period, expiration, house, resolution, people, clause, passed, force, continuance, provisions, provided, months, approving, date, federal_structure, governance, emergency, provisions in case of failure of constitutional machinery in state"
chunk_article_356_clause_(2),"Article 356, Clause (2): Any such Proclamation may be revoked or varied by a subsequent Proclamation",clause,356,,Unknown,"federal_structure, governance, emergency","proclamation, revoked, varied, subsequent"
chunk_article_356_clause_(4),"Article 356, Clause (4): A Proclamation so approved shall, unless revoked, cease to operate on the expiration of a period of six months from the date of issue of the Proclamation: Provided that if and so often as a resolution approving the continuance in force of such a Proclamation is passed by both Houses of Parliament, the Proclamation shall, unless revoked, continue in force for a further peri...",clause,356,,Unknown,"federal_structure, governance, emergency","proclamation, force, period, resolution, continuance"
chunk_article_356_clause_(a),"Article 356, Clause (a): assume to himself all or any of the functions of the Government of the State and all or any of the powers vested in or exercisable by the Governor or any body or authority in the State other than the Legislature of the State;",clause,356,,Unknown,"federal_structure, governance, emergency","assume, himself, functions, powers, vested"
chunk_article_356_clause_(b),"Article 356, Clause (b): declare that the powers of the Legislature of the State shall be exercisable by or under the authority of Parliament;",clause,356,,Unknown,"federal_structure, governance, emergency","declare, powers, legislature, exercisable, authority"
chunk_article_356_clause_(a),"Article 356, Clause (a): a Proclamation of Emergency is in operation, in the whole of India or, as the case may be, in the whole or any part of the State, at the time of the passing of such resolution, and",clause,356,,Unknown,"federal_structure, governance, emergency","whole, proclamation, emergency, operation, india"
chunk_article_356_part_1,"356. Provisions in case of failure of constitutional machinery in State (1) If the President, on receipt of report from the Governor of the State or otherwise, is satisfied that a situation has arisen in which the government of the State cannot be carried on in accordance with he provisions of this Constitution, the President may be Proclamation (a) assume to himself all or any of the functions of...",partial_article,356,,Unknown,"federal_structure, governance, emergency","proclamation, expiration, period, provisions, house"
chunk_article_356_part_2,"to operating, but no such Proclamation shall in any case remain in force for more than three years: Provided further that if the dissolution of the House of the People takes place during any such period of six months and a resolution approving the continuance in force of such Proclamation has been passed by the Council of States, but no resolution with respect to the continuance in force of such P...",partial_article,356,,Unknown,"federal_structure, governance, emergency","proclamation, force, period, resolution, house"
chunk_article_357,"Article 357: Exercise of legislative powers under Proclamation issued under Article 356

357. Exercise of legislative powers under Proclamation issued under Article 356 (1) Whereby a Proclamation issued under clause (1) of Article 356, it has been declared that the powers of the Legislature of the State shall be exercisable by or under the authority of Parliament, it shall be competent (a) for Par...",full_article,357,Exercise of legislative powers under Proclamation issued under Article 356,Unknown,"federal_structure, governance, amendment, emergency","authority, president, other, powers, proclamation, clause, legislature, power, make, competent, laws, exercise, issued, authorise, conferring, federal_structure, governance, amendment, emergency, exercise of legislative powers under proclamation issued under article 356"
chunk_article_357_clause_(a),"Article 357, Clause (a): for Parliament to confer on the President the power of the Legislature of the State to make laws, and to authorise the President to delegate, subject to such conditions as he may think fit to impose, the power so conferred to any other authority to be specified by him in that behalf;",clause,357,,Unknown,"federal_structure, governance, amendment, emergency","president, power, confer, legislature, make"
chunk_article_357_clause_(b),"Article 357, Clause (b): for Parliament, or for the President or other authority in whom such power to make laws is vested under sub clause",clause,357,,Unknown,"federal_structure, governance, amendment, emergency","president, other, authority, whom, power"
chunk_article_358,"Article 358: Suspension of provisions of Article 19 during emergencies

358. Suspension of provisions of Article 19 during emergencies (1) While a Proclamation of Emergency declaring that the security of India or any part of the territory thereof is threatened by war or by external aggression is in operation, nothing in Article 19 shall restrict the power of the State as defined in Part III to mak...",full_article,358,Suspension of provisions of Article 19 during emergencies,Unknown,"federal_structure, governance, emergency","part, proclamation, emergency, territory, operation, india, executive, action, made, effect, relation, provisions, security, thereof, threatened, federal_structure, governance, emergency, suspension of provisions of article 19 during emergencies"
chunk_article_358_clause_(a),"Article 358, Clause (a): to any law which does not contain a recital to the effect that such law is in relation to the Proclamation of Emergency in operation when it is made; or",clause,358,,Unknown,"federal_structure, governance, emergency","contain, recital, effect, relation, proclamation"
chunk_article_358_clause_(b),"Article 358, Clause (b): to any executive action taken otherwise than under a law containing such a recital",clause,358,,Unknown,"federal_structure, governance, emergency","executive, action, taken, otherwise, than"
chunk_article_359,"Article 359: Suspension of the enforcement of the rights conferred by Part III during emergencies

359. Suspension of the enforcement of the rights conferred by Part III during emergencies (1) Where a Proclamation of Emergency is in operation, the President may by order declare that the right to move any court for the enforcement of such of the rights conferred by Part III (except Article 20 and 2...",full_article,359,Suspension of the enforcement of the rights conferred by Part III during emergencies,Unknown,"fundamental_rights, federal_structure, governance, emergency","part, territory, proclamation, operation, order, india, emergency, made, rights, relation, enforcement, conferred, except, clause, executive, fundamental_rights, federal_structure, governance, emergency, suspension of the enforcement of the rights conferred by part iii during emergencies"
chunk_article_359_clause_(2),"Article 359, Clause (2): An order made as aforesaid may extend to the whole or any part of the territory of India: Provided that where a Proclamation of Emergency is in operation only in a part of the territory of India, any such order shall not extend to any other part of the territory of India unless the President, being satisfied that the security of India or any part of the territory thereof i...",clause,359,,Unknown,"fundamental_rights, federal_structure, governance, emergency","part, territory, india, order, extend"
chunk_article_359_clause_(a),"Article 359, Clause (a): to any law which does not contain a recital to the effect that such law is in relation to the Proclamation of Emergency in operation when it is made; or",clause,359,,Unknown,"fundamental_rights, federal_structure, governance, emergency","contain, recital, effect, relation, proclamation"
chunk_article_360,"Article 360: Provisions as to financial emergency

360. Provisions as to financial emergency (1) If the President is satisfied that a situation has arisen whereby the financial stability or credit of India or of any part of the territory thereof is threatened, he may by a Proclamation make a declaration to that effect (2) A Proclamation issued under clause (1) (a) may be revoked or varied by a sub...",full_article,360,Provisions as to financial emergency,Unknown,"federal_structure, governance, emergency","proclamation, house, period, expiration, people, president, passed, directions, financial, issued, clause, resolution, provisions, part, cease, federal_structure, governance, emergency, provisions as to financial emergency"
chunk_article_360_clause_(a),"Article 360, Clause (a): may be revoked or varied by a subsequent Proclamation;",clause,360,,Unknown,"federal_structure, governance, emergency","revoked, varied, subsequent, proclamation"
chunk_article_360_clause_(c),"Article 360, Clause (c): shall cease to operate at the expiration of two months unless before the expiration of that period it has been approved by resolutions of both Houses of Parliament: Provided that if any such Proclamation is issued at a time when the House of the People has been dissolved or the dissolution of the House of the People takes place during the period of two months referred to i...",clause,360,,Unknown,"federal_structure, governance, emergency","expiration, months, period, house, people"
chunk_article_360_clause_(b),"Article 360, Clause (b): it shall be competent for the President during the period any Proclamation issued under this article is in operation to issue directions for the reduction of salaries and allowances of all or any class of persons serving in connection with the affairs of the Union including the Judges of the Supreme Court and the High Courts PART XIX MISCELLANEOUS",clause,360,,Unknown,"federal_structure, governance, emergency","competent, president, period, proclamation, issued"
chunk_article_360_clause_(c),"Article 360, Clause (c): shall cease to operate at the expiration of two months unless before the expiration of that period it has been approved by resolutions of both Houses of Parliament: Provided that if any such Proclamation is issued at a time when the House of the People has been dissolved or the dissolution of the House of the People takes place during the period of two months referred to i...",clause,360,,Unknown,"federal_structure, governance, emergency","expiration, months, period, house, people"
chunk_article_360_clause_(i),"Article 360, Clause (i): a provision requiring the reduction of salaries and allowances of all or any class of persons serving in connection with the affairs of a State;",clause,360,,Unknown,"federal_structure, governance, emergency","provision, requiring, reduction, salaries, allowances"
chunk_article_361,"Article 361: Protection of President and Governors and Rajpramukhs

361. Protection of President and Governors and Rajpramukhs (1) The President, or the Governor or Rajpramukh of a State, shall not be answerable to any court for the exercise and performance of the powers and duties of his office or for any act done or purporting to be done by him in the exercise and performance of those powers and...",full_article,361,Protection of President and Governors and Rajpramukhs,Unknown,"fundamental_rights, federal_structure, governance","president, governor, office, court, proceedings, done, against, instituted, term, exercise, performance, powers, duties, purporting, provided, fundamental_rights, federal_structure, governance, protection of president and governors and rajpramukhs"
chunk_article_361_clause_(2),"Article 361, Clause (2): No criminal proceedings whatsoever shall be instituted or continued against the President, or the Governor of a State, in any court during his term of office",clause,361,,Unknown,"fundamental_rights, federal_structure, governance","criminal, proceedings, whatsoever, instituted, continued"
chunk_article_361_clause_(3),"Article 361, Clause (3): No process for the arrest or imprisonment of the President, or the Governor of a State, shall issue from any court during his term of office",clause,361,,Unknown,"fundamental_rights, federal_structure, governance","process, arrest, imprisonment, president, governor"
chunk_article_361_clause_(4),"Article 361, Clause (4): any civil proceedings in which relief is claimed against the President, or the Governor of a State, shall be instituted during his term of office in any court in respect of any act done or purporting to be done by him in his personal capacity, whether before or after he entered upon his office as President, or as Governor of such State, until the expiration of two months n...",clause,361,,Unknown,"fundamental_rights, federal_structure, governance","proceedings, president, governor, office, relief"
chunk_article_361,"Article 361: A Protection of publication of proceedings of Parliament and State Legislature

361. A Protection of publication of proceedings of Parliament and State Legislature (1) No person shall be liable to any proceedings, civil or criminal, in any court in respect of the publication in a newspaper of a substantially true report of any proceedings of either House of Parliament or the Legislati...",full_article,361,A Protection of publication of proceedings of Parliament and State Legislature,Unknown,"fundamental_rights, federal_structure, governance","publication, proceedings, newspaper, either, house, legislature, report, legislative, assembly, case, provided, clause, apply, relation, reports, fundamental_rights, federal_structure, governance, a protection of publication of proceedings of parliament and state legislature"
chunk_article_362,"Article 362: Rights and privileges of Rulers of Indian States Replaced by the Constitution

362. Rights and privileges of Rulers of Indian States Replaced by the Constitution (Twenty sixth Amendment) Act, 1971,",full_article,362,Rights and privileges of Rulers of Indian States Replaced by the Constitution,Unknown,"fundamental_rights, federal_structure, amendment","rights, privileges, rulers, replaced, twenty, sixth, amendment, 1971, fundamental_rights, federal_structure, amendment, rights and privileges of rulers of indian states replaced by the constitution"
chunk_article_363,"Article 363: Bar to interference by courts in disputes arising out of certain treaties, agreements, etc

363. Bar to interference by courts in disputes arising out of certain treaties, agreements, etc (1) Notwithstanding anything in this Constitution but subject to the provisions of Article 143, neither the Supreme Court nor any other court shall have jurisdiction in any dispute arising out of any...",full_article,363,"Bar to interference by courts in disputes arising out of certain treaties, agreements, etc",Unknown,"fundamental_rights, federal_structure","other, commencement, arising, ruler, provisions, court, dispute, treaty, agreement, covenant, engagement, sanad, similar, instrument, recognised, fundamental_rights, federal_structure, bar to interference by courts in disputes arising out of certain treaties, agreements, etc"
chunk_article_363_clause_(a),"Article 363, Clause (a): Indian State means any territory recognised before the commencement of this Constitution by His Majesty or the Government of the Dominion of India as being such a State; and",clause,363,,Unknown,"fundamental_rights, federal_structure","means, territory, recognised, commencement, majesty"
chunk_article_363_clause_(b),"Article 363, Clause (b): Ruler includes the Prince, Chief or other person recognised before such commencement by His Majesty or the Government of the Dominion of India as the Ruler of any Indian State",clause,363,,Unknown,"fundamental_rights, federal_structure","ruler, includes, prince, chief, other"
chunk_article_363,"Article 363: A Recognition granted to Rulers of Indian States to cease and privy purses to be abolished Notwithstanding anything in this Constitution or in any law for the time being in force

363. A Recognition granted to Rulers of Indian States to cease and privy purses to be abolished Notwithstanding anything in this Constitution or in any law for the time being in force (a) the Prince, Chief o...",full_article,363,A Recognition granted to Rulers of Indian States to cease and privy purses to be abolished Notwithstanding anything in this Constitution or in any law for the time being in force,Unknown,"fundamental_rights, federal_structure, governance, amendment","ruler, privy, commencement, time, person, recognised, successor, purse, cease, abolished, other, twenty, sixth, amendment, 1971, fundamental_rights, federal_structure, governance, amendment, a recognition granted to rulers of indian states to cease and privy purses to be abolished notwithstanding anything in this constitution or in any law for the time being in force"
chunk_article_363_clause_(a),"Article 363, Clause (a): or any other person shall not be paid any sum as privy purse",clause,363,,Unknown,"fundamental_rights, federal_structure, governance, amendment","other, person, paid, privy, purse"
chunk_article_364,"Article 364: Special provisions as to major ports and aerodromes

364. Special provisions as to major ports and aerodromes (1) Notwithstanding anything in this Constitution, the President may by public notification direct that as from such date as may be specified in the notification (a) any law made by Parliament or by the Legislature of a State shall not apply to any major port or aerodrome or s...",full_article,364,Special provisions as to major ports and aerodromes,Unknown,"federal_structure, governance","port, major, aerodrome, notification, specified, date, made, apply, subject, exceptions, modifications, existing, effect, done, means, federal_structure, governance, special provisions as to major ports and aerodromes"
chunk_article_364_clause_(a),"Article 364, Clause (a): any law made by Parliament or by the Legislature of a State shall not apply to any major port or aerodrome or shall apply thereto subject to such exceptions or modifications as may be specified in the notification, or",clause,364,,Unknown,"federal_structure, governance","apply, made, legislature, major, port"
chunk_article_364_clause_(a),"Article 364, Clause (a): major port means a port declared to be a major port by or under any law made by Parliament or any existing law and includes all areas for the time being included within the limits of such port;",clause,364,,Unknown,"federal_structure, governance","port, major, means, declared, made"
chunk_article_364_clause_(b),"Article 364, Clause (b): aerodrome means aerodrome as defined for the purposes of the enactment s relating to airways, aircraft and air navigation",clause,364,,Unknown,"federal_structure, governance","aerodrome, means, defined, purposes, enactment"
chunk_article_365,"Article 365: Effect of failure to comply with, or to give effect to, directions given by the Union Where any State has failed to comply with or to give effect to a

365. Effect of failure to comply with, or to give effect to, directions given by the Union Where any State has failed to comply with or to give effect to any directions given in the exercise of the executive power of the Union under an...",full_article,365,"Effect of failure to comply with, or to give effect to, directions given by the Union Where any State has failed to comply with or to give effect to a",Unknown,"federal_structure, governance","effect, directions, given, comply, give, exercise, executive, power, provisions, failure, failed, lawful, president, hold, situation, federal_structure, governance, effect of failure to comply with, or to give effect to, directions given by the union where any state has failed to comply with or to give effect to a"
chunk_article_366,"Article 366: Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say

366. Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say (1) agricultural income means agricul...",full_article,366,"Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say",Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","means, other, goods, includes, income, territory, court, purposes, person, india, payable, within, clause, corresponding, tribes, fundamental_rights, federal_structure, governance, amendment, emergency, definition in this constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say"
chunk_article_366_clause_(2),"Article 366, Clause (2): an Anglo Indian means a person whose father or any of whose other male progenitors in the male line is or was of European descent but who is domiciled within the territory of India and is or was born within such territory of parents habitually resident therein and not established there for temporary purposes only;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","whose, male, within, territory, anglo"
chunk_article_366_clause_(4),"Article 366, Clause (4): borrow includes the raising of money by the grant of annuities, and loan shall be construed accordingly;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","borrow, includes, raising, money, grant"
chunk_article_366_clause_(5),"Article 366, Clause (5): clause means a clause of the article in which the expression occurs;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","clause, means, expression, occurs"
chunk_article_366_clause_(7),"Article 366, Clause (7): corresponding Province, corresponding Indian State or corresponding State means in cases of doubt such Province, Indian State or State as may be determined by the President to be the corresponding Province, the corresponding Indian State or the corresponding State, as the case may be, for the particular purpose in question;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","corresponding, province, means, cases, doubt"
chunk_article_366_clause_(8),"Article 366, Clause (8): debt includes any liability in respect of any obligation to repay capital sums by way of annuity and any liability under any guarantee, and debt charges shall be construed accordingly;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","debt, liability, includes, respect, obligation"
chunk_article_366_clause_(9),"Article 366, Clause (9): estate duty means a duty to be assessed on or by reference to the principal value, ascertained in accordance with such rules as may be prescribed by or under laws made by Parliament or the Legislature of a State relating to the duty, of all property passing upon death or deemed, under the provisions of the said laws, so to pass;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","duty, laws, estate, means, assessed"
chunk_article_366_clause_(10),"Article 366, Clause (10): existing law means any law, Ordinance, order, bye law, rule or regulation passed or made before the commencement of this Constitution by any Legislature, authority or person having power to make such a law, Ordinance, order, bye law, rule or regulation;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","ordinance, order, rule, regulation, existing"
chunk_article_366_clause_(11),"Article 366, Clause (11): Federal Court means the Federal Court constituted under the Government of India Act, 1935;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","federal, court, means, constituted, india"
chunk_article_366_clause_(12),"Article 366, Clause (12): goods includes all materials, commodities, and articles;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","goods, includes, materials, commodities, articles"
chunk_article_366_clause_(13),"Article 366, Clause (13): guarantee includes any obligation undertaken before the commencement of this Constitution to make payments in the event of the profits of an undertaking falling short of a specified amount;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","guarantee, includes, obligation, undertaken, commencement"
chunk_article_366_clause_(15),"Article 366, Clause (15): Indian State means any territory which the Government of the Dominion of India recognised as such a State;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","means, territory, dominion, india, recognised"
chunk_article_366_clause_(17),"Article 366, Clause (17): pension means a pension, whether contributory or not, of any kind whatsoever payable to or in respect of any person, and includes retired pay so payable, a gratuity so payable and any sum or sums so payable by way of the return, with or without interest thereon or any other addition thereto, of subscriptions to a provident fund;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","payable, pension, means, whether, contributory"
chunk_article_366_clause_(19),"Article 366, Clause (19): public notification means a notification in the Gazette of India, or, as the case may be, the Official Gazette of a State;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","notification, gazette, public, means, india"
chunk_article_366_clause_(24),"Article 366, Clause (24): Scheduled Castes means such cases, races or tribes or parts of or groups within such castes, races or tribes as are deemed under Article 341 to be Scheduled Castes for the purposes of this Constitution;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","castes, scheduled, races, tribes, means"
chunk_article_366_clause_(25),"Article 366, Clause (25): Scheduled Tribes means such tribes or tribal communities or parts of or groups within such tribes or tribal communities as are deemed under Article 342 to be Scheduled Tribes for the purposes of this Constitution;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","tribes, scheduled, tribal, communities, means"
chunk_article_366_clause_(27),"Article 366, Clause (27): sub clause means a sub clause of the clause in which the expression occurs;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","clause, means, expression, occurs"
chunk_article_366_clause_(28),"Article 366, Clause (28): taxation includes the imposition of any tax or impost, whether general or local or special, and tax shall be construed accordingly;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","taxation, includes, imposition, impost, whether"
chunk_article_366_clause_(30),"Article 366, Clause (30): Union territory means any Union territory specified in the First Schedule and includes any other territory comprised within the territory of India but not specified in that Schedule",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","territory, specified, schedule, means, first"
chunk_article_366_clause_(a),"Article 366, Clause (a): that it is not chargeable in respect of agricultural income;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","chargeable, respect, agricultural, income"
chunk_article_366_clause_(b),"Article 366, Clause (b): that no deduction in respect of the tax paid by companies is, by any enactments which may apply to the tax, authorised to be made from dividends payable by the companies to individuals;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","companies, deduction, respect, paid, enactments"
chunk_article_366_clause_(a),"Article 366, Clause (a): any Court in the territory of India constituted or reconstituted under this Constitution as a High Court, and",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","court, territory, india, constituted, reconstituted"
chunk_article_366_clause_(a),"Article 366, Clause (a): a tax on the transfer, otherwise than in pursuance of a contact, of property in any goods for cash, deferred payment or other valuable consideration;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","transfer, otherwise, than, pursuance, contact"
chunk_article_366_clause_(c),"Article 366, Clause (c): a tax on the delivery of goods on hire purchase or any system of payment by instalments;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","delivery, goods, hire, purchase, system"
chunk_article_366_clause_(e),"Article 366, Clause (e): a tax on the supply of goods by any unincorporated association or body of persons to a member thereof for cash, deferred payment or other valuable consideration;",clause,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","supply, goods, unincorporated, association, body"
chunk_article_366_part_1,"366. Definition In this Constitution, unless the context otherwise requires, the following expressions have l, the meanings hereby respectively assigned to them, that is to say (1) agricultural income means agricultural income as defined for the purposes of the enactments relating to Indian income tax; (2) an Anglo Indian means a person whose father or any of whose other male progenitors in the ma...",partial_article,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","means, income, corresponding, includes, agricultural"
chunk_article_366_part_2,"High Court means any court which is deemed for the purposes of this Constitution to be a High Court for any State and includes (a) any Court in the territory of India constituted or reconstituted under this Constitution as a High Court, and (b) any other Court in the territory of India which may be declared by Parliament by law to be a High Court for all or any of the purposes of this Constitution...",partial_article,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","means, court, includes, other, tribes"
chunk_article_366_part_3,"or any system of payment by instalments; (d) a tax on the transfer of the right to use any goods for any purpose (whether or not for a specified period) for cash, deferred payment or other valuable consideration; (e) a tax on the supply of goods by any unincorporated association or body of persons to a member thereof for cash, deferred payment or other valuable consideration; (f) a tax on the supp...",partial_article,366,,Unknown,"fundamental_rights, federal_structure, governance, amendment, emergency","goods, other, supply, payment, transfer"
chunk_article_367,"Article 367: Interpretation

367. Interpretation (1) Unless the context otherwise requires, the General Clauses Act, 1897, shall, subject to any adaptations and modifications that may be made therein under Article 372, apply for the interpretation of this Constitution as it applies for the interpretation of an Act of the Legislature of the Dominion of India (2) Any reference in this Constitution t...",full_article,367,Interpretation,Unknown,"federal_structure, governance, amendment","made, interpretation, subject, legislature, india, reference, acts, laws, ordinance, president, purposes, foreign, order, context, otherwise, federal_structure, governance, amendment, interpretation"
chunk_article_367_clause_(2),"Article 367, Clause (2): Any reference in this Constitution to Acts or laws of, or made by, Parliament, or to Acts or laws of, or made by, the Legislature of a State, shall be construed as including a reference to an Ordinance made by the President or, to an Ordinance made by a Governor, as the case may be",clause,367,,Unknown,"federal_structure, governance, amendment","made, reference, acts, laws, ordinance"
chunk_article_367_clause_(3),"Article 367, Clause (3): For the purposes of this Constitution foreign State means any State other than India: Provided that, subject to the provisions of any law made by Parliament, the President may by order declare any State not to be a foreign State for such purposes as may be specified in the order PART XX AMENDMENT OF THE CONSTITUTION",clause,367,,Unknown,"federal_structure, governance, amendment","purposes, foreign, order, means, other"
chunk_article_368,"Article 368: Power of Parliament to amend the Constitution and procedure therefor

368. Power of Parliament to amend the Constitution and procedure therefor (1) Notwithstanding anything in this Constitution, Parliament may in exercise of its constituent power amend by way of addition, variation or repeal any provision of this Constitution in accordance with the procedure laid down in this article ...",full_article,368,Power of Parliament to amend the Constitution and procedure therefor,Unknown,"federal_structure, governance, amendment","amendment, bill, part, provisions, power, amend, house, chapter, made, procedure, constituent, addition, variation, repeal, provision, federal_structure, governance, amendment, power of parliament to amend the constitution and procedure therefor"
chunk_article_368_clause_(3),"Article 368, Clause (3): Nothing in Article 13 shall apply to any amendment made under this article",clause,368,,Unknown,"federal_structure, governance, amendment","nothing, apply, amendment, made"
chunk_article_368_clause_(5),"Article 368, Clause (5): For the removal of doubts, it is hereby declared that there shall be no limitation whatever on the constituent power of Parliament to amend by way of addition, variation or repeal the provisions of this Constitution under this article PART XXI TEMPORARY, TRANSITIONAL AND SPECIAL PROVISIONS",clause,368,,Unknown,"federal_structure, governance, amendment","provisions, removal, doubts, hereby, declared"
chunk_article_368_clause_(a),"Article 368, Clause (a): Article 54, Article 55, Article 73, Article 162 or Article 241, or",clause,368,,Unknown,"federal_structure, governance, amendment",
chunk_article_368_clause_(b),"Article 368, Clause (b): Chapter IV of Part V, Chapter V of Part VI, or Chapter I of Part XI, or",clause,368,,Unknown,"federal_structure, governance, amendment","chapter, part"
chunk_article_369,"Article 369: Temporary power to Parliament to make laws with respect to certain matters in the State List as if they were matters in the Concurrent List Notwithstanding anything in this Constitution, Parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the Concurrent L...",full_article,369,"Temporary power to Parliament to make laws with respect to certain matters in the State List as if they were matters in the Concurrent List Notwithstanding anything in this Constitution, Parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the Concurrent List, namely",Unknown,federal_structure,"matters, including, respect, cotton, make, laws, list, power, concurrent, period, coal, except, court, fees, expiration, federal_structure, temporary power to parliament to make laws with respect to certain matters in the state list as if they were matters in the concurrent list notwithstanding anything in this constitution, parliament shall, during a period of five years from the commencement of this constitution, have power to make laws with respect to the following matters as if they were enumerated in the concurrent list, namely"
chunk_article_369_clause_(b),"Article 369, Clause (b): offences against laws with respect to any of the matters mentioned in clause",clause,369,,Unknown,federal_structure,"offences, against, laws, respect, matters"
chunk_article_370,"Article 370: Temporary provisions with respect to the State of Jammu and Kashmir

370. Temporary provisions with respect to the State of Jammu and Kashmir (1) Notwithstanding anything in this Constitution, (a) the provisions of Article 238 shall not apply in relation to the State of Jammu and Kashmir; (b) the power of Parliament to make laws for the said State shall be limited to (i) those matters...",full_article,370,Temporary provisions with respect to the State of Jammu and Kashmir,Unknown,"federal_structure, governance, emergency","matters, president, clause, provisions, order, referred, jammu, kashmir, apply, relation, accession, other, concurrence, specify, provided, federal_structure, governance, emergency, temporary provisions with respect to the state of jammu and kashmir"
chunk_article_370_clause_(a),"Article 370, Clause (a): the provisions of Article 238 shall not apply in relation to the State of Jammu and Kashmir;",clause,370,,Unknown,"federal_structure, governance, emergency","provisions, apply, relation, jammu, kashmir"
chunk_article_370_clause_(b),"Article 370, Clause (b): the power of Parliament to make laws for the said State shall be limited to",clause,370,,Unknown,"federal_structure, governance, emergency","power, make, laws, said, limited"
chunk_article_370_clause_(c),"Article 370, Clause (c): the provisions of Article 1 and of this article shall apply in relation to that State;",clause,370,,Unknown,"federal_structure, governance, emergency","provisions, apply, relation"
chunk_article_370_clause_(d),"Article 370, Clause (d): such of the other provisions of this Constitution shall apply in relation to that State subject to such exceptions and modifications as the President may by order specify: Provided that no such order which relates to the matters specified in the Instrument of Accession of the State referred to in paragraph",clause,370,,Unknown,"federal_structure, governance, emergency","order, other, provisions, apply, relation"
chunk_article_370_clause_(i),"Article 370, Clause (i): those matters in the Union List and the Concurrent List which, in consultation with the Government of the State, are declared by the President to correspond to matters specified in the Instrument of Accession governing the accession of the State to the Dominion of India as the matters with respect to which the Dominion Legislature may make laws for that State; and",clause,370,,Unknown,"federal_structure, governance, emergency","matters, list, accession, dominion, concurrent"
chunk_article_370_clause_(ii),"Article 370, Clause (ii): such other matters in the said Lists as, with the concurrence of the Government of the State, the President may by order specify Explanation For the purposes of this article, the Government of the State means the person for the time being recognised by the President as the Maharaja of Jammu and Kashmir acting on the advice of the Council of Ministers for the time being in...",clause,370,,Unknown,"federal_structure, governance, emergency","president, time, being, other, matters"
chunk_article_371,"Article 371: Special provision with respect to the States of Maharashtra and Gujarat

371. Special provision with respect to the States of Maharashtra and Gujarat (2) Notwithstanding anything in this Constitution, the President may by order made with respect to the State of Maharashtra or Gujarat, provide for any special responsibility of the Governor for (a) the establishment of separate developm...",full_article,371,Special provision with respect to the States of Maharashtra and Gujarat,Unknown,"federal_structure, governance","respect, maharashtra, special, gujarat, boards, rest, equitable, said, areas, subject, requirements, whole, adequate, provision, notwithstanding, federal_structure, governance, special provision with respect to the states of maharashtra and gujarat"
